filepath,n_forms,n_inputs,n_buttons,n_links,n_http_links,n_mailto_links,n_scripts,n_iframes,n_input_password,n_input_email,n_input_tel,text_len,kw_total,kw_login,kw_log_in,kw_entrar,kw_acessar,kw_senha,kw_password,kw_pix,kw_boleto,kw_cpf,kw_cartão,kw_atualizar,kw_update,kw_confirm,kw_confirmar,kw_verify,kw_verificar,kw_segurança,kw_security,kw_urgente,kw_urgency,kw_click,kw_clique,kw_conta,kw_account,kw_bank,kw_banco
datasets/evasion1/CleanSet1/html/www.b3.com.br_clean.html,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
datasets/evasion1/CleanSet1/html/www.claro.com.br_clean.html,1,1,46,303,128,0,54,1,0,0,0,9024,10,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
datasets/evasion1/CleanSet1/html/www.globo.com_clean.html,1,0,4,378,376,0,35,1,0,0,0,8329,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
datasets/evasion1/CleanSet1/html/www.gov.br_clean.html,0,1,5,257,230,0,45,3,0,0,0,9259,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0
datasets/evasion1/CleanSet1/html/www.ifood.com.br_clean.html,1,1,6,33,23,0,24,1,0,0,0,1303,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
datasets/evasion1/CleanSet1/html/www.inter.co_clean.html,0,0,4,42,14,1,35,1,0,0,0,2224,13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2
datasets/evasion1/CleanSet1/html/www.kabum.com.br_clean.html,2,2,76,50,2,0,16,1,0,0,0,2912,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
datasets/evasion1/CleanSet1/html/www.magazineluiza.com.br_clean.html,1,1,9,200,196,0,85,1,0,0,0,5231,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
datasets/evasion1/CleanSet1/html/www.mercadolivre.com.br_clean.html,1,1,30,268,258,0,12,0,0,0,0,11302,23,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0
datasets/evasion1/CleanSet1/html/www.nubank.com.br_clean.html,2,2,14,58,23,2,80,0,0,0,2,2489,38,1,0,0,0,0,0,0,1,2,16,0,0,0,0,0,0,3,0,0,0,0,0,2,0,13,0
datasets/evasion1/CleanSet1/html/www.pagseguro.com.br_clean.html,0,4,25,204,51,0,21,1,0,0,0,10888,68,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,37,5
datasets/evasion1/CleanSet1/html/www.picpay.com_clean.html,1,1,2,75,30,0,20,1,0,0,1,3886,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,3
datasets/evasion1/CleanSet1/html/www.python.org_clean.html,1,1,1,208,70,0,12,0,0,0,0,6454,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
datasets/evasion1/CleanSet1/html/www.santander.com.br_clean.html,0,255,0,119,105,0,37,1,0,0,0,4204,22,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,4,0,0,0,0,1,8,0,1,2
datasets/evasion1/CleanSet1/html/www.uol.com.br_clean.html,1,2,6,571,570,0,39,0,0,0,0,17108,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,2,1,0,4,1
