filepath,n_img,n_svg,n_video,n_audio,n_canvas,n_css_links,n_icon_links,n_inline_styles,unique_classes
datasets/EvasionSet1/html/123av.com_adv.html,2,0,0,0,0,2,1,2,89
datasets/EvasionSet1/html/163.com_adv.html,59,0,0,0,0,2,1,22,287
datasets/EvasionSet1/html/166.com_adv.html,1,0,0,0,0,0,0,4,0
datasets/EvasionSet1/html/1c.ru_adv.html,15,13,1,0,0,1,0,3,96
datasets/EvasionSet1/html/1drv.com_adv.html,2,0,0,0,0,3,1,0,83
datasets/EvasionSet1/html/2gis.com_adv.html,6,32,0,0,0,0,2,32,128
datasets/EvasionSet1/html/360.cn_adv.html,181,0,0,0,0,3,2,39,169
datasets/EvasionSet1/html/360safe.com_adv.html,124,0,0,0,0,3,1,23,144
datasets/EvasionSet1/html/360yield.com_adv.html,0,0,0,0,0,6,0,0,0
datasets/EvasionSet1/html/3bmeteo.com_adv.html,46,0,0,0,0,7,15,27,131
datasets/EvasionSet1/html/3lift.com_adv.html,0,0,0,0,0,0,0,0,0
datasets/EvasionSet1/html/66lottery20.com_adv.html,0,0,0,0,0,1,1,2,6
datasets/EvasionSet1/html/9animetv.to_adv.html,7,0,0,0,0,4,1,105,117
datasets/EvasionSet1/html/a-mo.net_adv.html,0,0,0,0,0,0,0,0,0
datasets/EvasionSet1/html/aajtak.in_adv.html,148,142,0,0,0,0,2,121,383
datasets/EvasionSet1/html/abc.es_adv.html,97,116,0,0,0,1,16,15,371
datasets/EvasionSet1/html/abc.net.au_adv.html,36,54,0,0,0,7,4,47,339
datasets/EvasionSet1/html/abola.pt_adv.html,271,128,0,0,0,1,4,629,529
datasets/EvasionSet1/html/about.com_adv.html,2,6,0,0,0,9,5,10,65
datasets/EvasionSet1/html/aboutads.info_adv.html,8,0,0,0,0,2,1,0,145
datasets/EvasionSet1/html/absher.sa_adv.html,23,0,0,0,0,1,1,4,28
datasets/EvasionSet1/html/academia.edu_adv.html,147,8,0,0,0,9,15,270,187
datasets/EvasionSet1/html/accuweather.com_adv.html,3,42,0,0,0,4,0,2,131
datasets/EvasionSet1/html/acesso.gov.br_adv.html,0,0,0,0,0,8,1,0,0
datasets/EvasionSet1/html/acm.org_adv.html,63,0,0,0,0,4,1,60,111
datasets/EvasionSet1/html/acs.org_adv.html,22,0,0,0,0,4,1,67,181
datasets/EvasionSet1/html/actu.fr_adv.html,70,0,0,0,0,2,5,10,149
datasets/EvasionSet1/html/adblockplus.org_adv.html,29,4,0,0,0,5,0,0,92
datasets/EvasionSet1/html/addtoany.com_adv.html,0,3,0,0,0,2,2,1,68
